date,open,high,low,close,volume,barCount,average
2015-01-02,38.69,39.22,38.21,39.01,-1,-1,-1.0
2015-01-05,38.82,39.285,38.395,38.705,-1,-1,-1.0
2015-01-06,38.51,38.88,37.15,37.535,-1,-1,-1.0
2015-01-07,37.715,37.81,36.95,37.05,-1,-1,-1.0
2015-01-08,37.32,37.8,37.135,37.565,-1,-1,-1.0
2015-01-09,37.575,38.715,37.315,38.285,-1,-1,-1.0
2015-01-12,38.315,39.45,37.8,38.56,-1,-1,-1.0
2015-01-13,38.875,39.915,37.89,38.77,-1,-1,-1.0
2015-01-14,38.495,39.865,38.03,39.395,-1,-1,-1.0
2015-01-15,37.98,39.795,37.98,39.075,-1,-1,-1.0
2015-01-16,38.935,39.525,38.645,39.34,-1,-1,-1.0
2015-01-20,39.485,40.07,39.295,39.915,-1,-1,-1.0
2015-01-21,39.755,39.995,38.865,39.955,-1,-1,-1.0
2015-01-22,40.18,40.2,39.555,39.985,-1,-1,-1.0
2015-01-23,39.85,39.92,38.725,39.265,-1,-1,-1.0
2015-01-26,39.325,39.325,38.465,38.595,-1,-1,-1.0
2015-01-27,38.12,38.32,37.405,38.205,-1,-1,-1.0
2015-01-28,38.655,38.77,37.495,37.785,-1,-1,-1.0
2015-01-29,37.85,38.81,37.115,38.69,-1,-1,-1.0
2015-01-30,38.47,39.32,37.95,39.005,-1,-1,-1.0
2015-02-02,39.025,39.275,38.14,38.84,-1,-1,-1.0
2015-02-03,39.0,40.045,38.975,39.645,-1,-1,-1.0
2015-02-04,39.42,40.91,39.295,40.585,-1,-1,-1.0
2015-02-05,40.775,42.275,40.745,42.215,-1,-1,-1.0
2015-02-06,42.16,43.025,42.035,42.955,-1,-1,-1.0
2015-02-09,42.74,42.79,40.845,41.985,-1,-1,-1.0
2015-02-10,42.23,42.995,42.145,42.915,-1,-1,-1.0
2015-02-11,42.755,43.16,42.52,43.15,-1,-1,-1.0
2015-02-12,44.23,49.25,43.99,48.865,-1,-1,-1.0
2015-02-13,48.93,49.87,46.815,48.875,-1,-1,-1.0
2015-02-17,48.835,49.155,46.005,48.105,-1,-1,-1.0
2015-02-18,48.66,48.845,47.355,48.73,-1,-1,-1.0
2015-02-19,48.76,49.865,47.83,49.735,-1,-1,-1.0
2015-02-20,49.62,49.92,49.41,49.835,-1,-1,-1.0
2015-02-23,49.76,49.96,49.19,49.435,-1,-1,-1.0
2015-02-24,49.505,50.475,49.08,49.99,-1,-1,-1.0
2015-02-25,50.29,52.425,50.29,51.465,-1,-1,-1.0
2015-02-26,51.595,52.745,51.2,51.58,-1,-1,-1.0
2015-02-27,51.6,51.925,50.38,50.69,-1,-1,-1.0
2015-03-02,50.78,51.495,50.66,51.445,-1,-1,-1.0
2015-03-03,51.56,51.835,49.65,49.82,-1,-1,-1.0
2015-03-04,48.92,49.925,48.92,49.695,-1,-1,-1.0
2015-03-05,49.775,49.855,48.05,49.555,-1,-1,-1.0
2015-03-06,49.325,49.89,49.09,49.16,-1,-1,-1.0
2015-03-09,48.945,49.925,48.945,49.215,-1,-1,-1.0
2015-03-10,48.78,49.7,48.44,49.385,-1,-1,-1.0
2015-03-11,49.62,49.88,49.3,49.625,-1,-1,-1.0
2015-03-12,49.35,49.945,48.745,49.28,-1,-1,-1.0
2015-03-13,49.28,49.97,48.775,49.3,-1,-1,-1.0
2015-03-16,49.57,53.37,49.475,53.325,-1,-1,-1.0
2015-03-17,53.145,53.91,51.795,52.46,-1,-1,-1.0
2015-03-18,52.4,53.23,51.1,52.105,-1,-1,-1.0
2015-03-19,52.18,52.97,52.05,52.61,-1,-1,-1.0
2015-03-20,52.83,53.14,52.13,52.2,-1,-1,-1.0
2015-03-23,52.31,55.37,52.14,54.875,-1,-1,-1.0
2015-03-24,54.87,55.485,53.47,53.58,-1,-1,-1.0
2015-03-25,53.5,53.9,50.475,50.62,-1,-1,-1.0
2015-03-26,50.335,52.05,49.505,51.99,-1,-1,-1.0
