date,open,high,low,close,volume,barCount,average
2015-01-02,102.995,103.845,100.455,103.585,-1,-1,-1.0
2015-01-05,102.295,102.87,90.99,92.245,-1,-1,-1.0
2015-01-06,92.89,92.89,86.28,89.375,-1,-1,-1.0
2015-01-07,90.72,90.785,87.775,88.735,-1,-1,-1.0
2015-01-08,90.02,91.125,89.52,90.475,-1,-1,-1.0
2015-01-09,90.565,91.36,88.195,89.31,-1,-1,-1.0
2015-01-12,89.36,89.36,84.81,85.775,-1,-1,-1.0
2015-01-13,86.83,88.21,84.07,85.815,-1,-1,-1.0
2015-01-14,82.585,84.455,81.92,84.035,-1,-1,-1.0
2015-01-15,84.365,85.39,83.09,83.12,-1,-1,-1.0
2015-01-16,82.39,84.255,81.245,82.305,-1,-1,-1.0
2015-01-20,82.46,84.835,81.29,84.505,-1,-1,-1.0
2015-01-21,84.185,88.1,84.05,87.625,-1,-1,-1.0
2015-01-22,91.325,91.99,82.255,86.015,-1,-1,-1.0
2015-01-23,87.95,89.495,86.915,88.465,-1,-1,-1.0
2015-01-26,88.79,91.525,88.755,90.465,-1,-1,-1.0
2015-01-27,88.225,89.74,87.035,88.745,-1,-1,-1.0
2015-01-28,89.025,89.31,86.015,86.255,-1,-1,-1.0
2015-01-29,86.375,86.82,84.655,86.325,-1,-1,-1.0
2015-01-30,85.265,85.875,82.705,82.845,-1,-1,-1.0
2015-02-02,83.335,85.58,82.595,85.145,-1,-1,-1.0
2015-02-03,85.73,90.315,85.68,90.085,-1,-1,-1.0
2015-02-04,89.16,89.965,88.215,89.025,-1,-1,-1.0
2015-02-05,89.715,90.71,88.525,89.005,-1,-1,-1.0
2015-02-06,89.72,91.01,88.8,89.735,-1,-1,-1.0
2015-02-09,89.095,91.445,89.065,90.995,-1,-1,-1.0
2015-02-10,91.875,91.975,90.13,91.085,-1,-1,-1.0
2015-02-11,90.57,90.865,89.205,90.025,-1,-1,-1.0
2015-02-12,90.515,91.995,90.385,91.56,-1,-1,-1.0
2015-02-13,91.955,93.915,91.87,92.945,-1,-1,-1.0
2015-02-17,93.03,94.755,92.48,94.305,-1,-1,-1.0
2015-02-18,94.18,95.58,94.18,95.38,-1,-1,-1.0
2015-02-19,93.905,95.435,93.03,94.79,-1,-1,-1.0
2015-02-20,94.77,96.015,93.59,95.995,-1,-1,-1.0
2015-02-23,95.295,95.875,94.035,94.575,-1,-1,-1.0
2015-02-24,94.61,95.02,93.48,93.87,-1,-1,-1.0
2015-02-25,93.95,94.4,92.985,94.03,-1,-1,-1.0
2015-02-26,94.3,94.815,93.38,94.255,-1,-1,-1.0
2015-02-27,93.975,94.775,93.005,93.055,-1,-1,-1.0
2015-03-02,95.32,95.32,93.485,94.64,-1,-1,-1.0
2015-03-03,94.96,95.435,93.99,94.325,-1,-1,-1.0
2015-03-04,94.25,94.25,91.205,92.35,-1,-1,-1.0
2015-03-05,92.385,92.465,90.775,92.065,-1,-1,-1.0
2015-03-06,90.905,92.43,90.275,90.52,-1,-1,-1.0
2015-03-09,90.965,91.215,90.13,90.835,-1,-1,-1.0
2015-03-10,89.34,89.59,86.39,87.055,-1,-1,-1.0
2015-03-11,87.24,88.225,86.555,87.615,-1,-1,-1.0
2015-03-12,88.235,89.06,87.815,88.205,-1,-1,-1.0
2015-03-13,88.565,88.565,86.105,87.83,-1,-1,-1.0
2015-03-16,88.29,88.73,87.025,87.77,-1,-1,-1.0
2015-03-17,87.81,88.77,87.185,87.345,-1,-1,-1.0
2015-03-18,86.955,89.815,86.01,88.905,-1,-1,-1.0
2015-03-19,88.835,88.89,87.64,88.485,-1,-1,-1.0
2015-03-20,89.14,89.34,88.125,88.84,-1,-1,-1.0
2015-03-23,88.775,88.92,88.095,88.725,-1,-1,-1.0
2015-03-24,88.63,89.69,88.36,88.925,-1,-1,-1.0
2015-03-25,89.79,90.62,89.175,89.175,-1,-1,-1.0
