date,open,high,low,close,volume,barCount,average
2015-01-02,27.725,27.875,25.76,26.475,-1,-1,-1.0
2015-01-05,26.12,26.48,25.645,25.855,-1,-1,-1.0
2015-01-06,26.4,26.4,24.845,25.225,-1,-1,-1.0
2015-01-07,25.475,25.48,24.44,25.18,-1,-1,-1.0
2015-01-08,25.455,25.75,25.195,25.475,-1,-1,-1.0
2015-01-09,25.495,25.55,25.04,25.36,-1,-1,-1.0
2015-01-12,25.395,25.61,24.865,25.325,-1,-1,-1.0
2015-01-13,25.62,26.59,25.49,25.91,-1,-1,-1.0
2015-01-14,25.6,26.02,25.295,25.805,-1,-1,-1.0
2015-01-15,25.825,26.09,25.185,25.525,-1,-1,-1.0
2015-01-16,25.465,25.89,25.02,25.75,-1,-1,-1.0
2015-01-20,25.845,27.335,25.435,27.04,-1,-1,-1.0
2015-01-21,26.645,27.1,25.455,25.915,-1,-1,-1.0
2015-01-22,26.115,26.755,25.385,26.755,-1,-1,-1.0
2015-01-23,26.715,27.615,26.55,27.14,-1,-1,-1.0
2015-01-26,27.26,27.385,27.075,27.105,-1,-1,-1.0
2015-01-27,26.785,26.8,25.695,25.74,-1,-1,-1.0
2015-01-28,25.835,27.13,24.695,24.74,-1,-1,-1.0
2015-01-29,24.805,25.385,24.345,25.375,-1,-1,-1.0
2015-01-30,25.49,25.49,24.095,24.315,-1,-1,-1.0
2015-02-02,24.16,24.935,23.63,24.08,-1,-1,-1.0
2015-02-03,24.325,24.645,23.77,24.115,-1,-1,-1.0
2015-02-04,24.1,24.1,23.27,23.425,-1,-1,-1.0
2015-02-05,23.475,24.02,23.11,23.18,-1,-1,-1.0
2015-02-06,23.205,24.26,23.2,23.975,-1,-1,-1.0
2015-02-09,23.94,24.3,23.735,24.025,-1,-1,-1.0
2015-02-10,24.175,24.21,23.47,23.92,-1,-1,-1.0
2015-02-11,23.87,24.365,23.59,24.155,-1,-1,-1.0
2015-02-12,24.35,24.37,23.635,23.89,-1,-1,-1.0
2015-02-13,23.11,23.31,21.26,23.005,-1,-1,-1.0
2015-02-17,24.12,24.12,22.38,23.87,-1,-1,-1.0
2015-02-18,23.77,24.35,23.69,24.23,-1,-1,-1.0
2015-02-19,22.815,24.925,22.605,24.375,-1,-1,-1.0
2015-02-20,24.32,24.535,23.95,24.255,-1,-1,-1.0
2015-02-23,24.86,26.47,23.8,24.32,-1,-1,-1.0
2015-02-24,24.345,24.56,24.225,24.225,-1,-1,-1.0
2015-02-25,24.245,25.105,24.11,25.105,-1,-1,-1.0
2015-02-26,25.01,25.355,24.56,24.755,-1,-1,-1.0
2015-02-27,24.74,25.96,23.905,24.495,-1,-1,-1.0
2015-03-02,24.845,24.955,24.405,24.66,-1,-1,-1.0
2015-03-03,24.61,24.765,24.145,24.325,-1,-1,-1.0
2015-03-04,24.215,24.275,23.515,23.625,-1,-1,-1.0
2015-03-05,95.945,95.945,23.43,23.89,-1,-1,-1.0
2015-03-06,24.485,24.74,22.4,23.185,-1,-1,-1.0
2015-03-09,23.195,23.805,22.965,23.555,-1,-1,-1.0
2015-03-10,22.475,23.645,22.475,23.46,-1,-1,-1.0
2015-03-11,21.975,23.705,21.975,23.49,-1,-1,-1.0
2015-03-12,23.62,23.81,22.97,23.305,-1,-1,-1.0
2015-03-13,23.405,23.48,22.58,23.465,-1,-1,-1.0
2015-03-16,23.605,23.615,22.975,23.105,-1,-1,-1.0
2015-03-17,23.585,25.035,22.66,23.7,-1,-1,-1.0
2015-03-18,23.63,24.38,23.395,24.24,-1,-1,-1.0
2015-03-19,24.155,24.285,24.06,24.105,-1,-1,-1.0
2015-03-20,24.1,26.2,23.535,25.26,-1,-1,-1.0
2015-03-23,25.2,25.355,24.735,24.875,-1,-1,-1.0
2015-03-24,24.865,25.18,24.73,25.15,-1,-1,-1.0
2015-03-25,24.875,25.37,24.62,24.85,-1,-1,-1.0
2015-03-26,24.75,25.235,24.72,24.965,-1,-1,-1.0
2015-03-27,24.945,25.285,24.525,25.165,-1,-1,-1.0
2015-03-30,25.33,25.64,24.745,25.545,-1,-1,-1.0
2015-03-31,25.33,25.425,24.17,24.705,-1,-1,-1.0
2015-04-01,24.56,25.285,24.455,24.85,-1,-1,-1.0
2015-04-02,24.85,25.295,24.745,25.21,-1,-1,-1.0
2015-04-06,25.0,25.495,24.755,25.185,-1,-1,-1.0
2015-04-07,25.185,25.51,25.055,25.275,-1,-1,-1.0
2015-04-08,26.52,26.715,25.66,26.21,-1,-1,-1.0
2015-04-09,26.075,26.28,25.13,25.43,-1,-1,-1.0
2015-04-10,25.575,25.805,25.43,25.6,-1,-1,-1.0
2015-04-13,25.61,25.865,25.61,25.77,-1,-1,-1.0
2015-04-14,25.73,26.12,25.28,26.12,-1,-1,-1.0
2015-04-15,26.145,26.68,25.91,26.67,-1,-1,-1.0
2015-04-16,26.61,27.255,26.405,27.145,-1,-1,-1.0
2015-04-17,22.66,23.435,20.875,23.105,-1,-1,-1.0
2015-04-20,23.185,23.5,22.505,23.325,-1,-1,-1.0
2015-04-21,23.455,23.46,23.05,23.3,-1,-1,-1.0
2015-04-22,23.295,23.36,22.85,23.075,-1,-1,-1.0
2015-04-23,23.055,24.99,22.11,23.375,-1,-1,-1.0
2015-04-24,23.435,23.53,22.965,23.475,-1,-1,-1.0
2015-04-27,23.555,23.88,23.175,23.355,-1,-1,-1.0
2015-04-28,23.435,23.745,23.235,23.385,-1,-1,-1.0
2015-04-29,23.395,23.575,23.03,23.305,-1,-1,-1.0
2015-04-30,23.18,23.185,22.025,22.24,-1,-1,-1.0
2015-05-01,22.36,22.43,20.84,20.925,-1,-1,-1.0
2015-05-04,20.29,22.07,20.29,21.25,-1,-1,-1.0
2015-05-05,20.415,22.06,20.415,21.755,-1,-1,-1.0
2015-05-06,21.89,21.925,21.33,21.545,-1,-1,-1.0
2015-05-07,21.545,21.705,21.005,21.535,-1,-1,-1.0
2015-05-08,19.615,19.615,15.675,18.255,-1,-1,-1.0
2015-05-11,18.275,19.3,17.915,18.025,-1,-1,-1.0
2015-05-12,17.815,18.49,17.56,18.415,-1,-1,-1.0
2015-05-13,18.46,18.51,16.88,18.235,-1,-1,-1.0
2015-05-14,18.36,19.74,18.155,19.605,-1,-1,-1.0
2015-05-15,19.535,19.595,19.11,19.485,-1,-1,-1.0
2015-05-18,19.44,20.325,19.275,20.315,-1,-1,-1.0
2015-05-19,19.41,21.06,19.41,20.165,-1,-1,-1.0
2015-05-20,19.335,21.045,19.335,20.145,-1,-1,-1.0
2015-05-21,20.07,20.225,19.65,19.725,-1,-1,-1.0
2015-05-22,19.145,20.78,19.145,19.575,-1,-1,-1.0
2015-05-26,19.48,19.6,18.885,19.315,-1,-1,-1.0
2015-05-27,19.29,19.515,19.01,19.505,-1,-1,-1.0
2015-05-28,19.455,19.775,19.445,19.745,-1,-1,-1.0
2015-05-29,19.16,19.755,18.835,19.245,-1,-1,-1.0
2015-06-01,18.96,19.54,17.7,19.365,-1,-1,-1.0
2015-06-02,19.29,20.575,19.29,20.155,-1,-1,-1.0
2015-06-03,20.32,20.36,20.03,20.235,-1,-1,-1.0
2015-06-04,20.115,20.32,19.885,20.11,-1,-1,-1.0
2015-06-05,19.98,20.385,19.98,20.195,-1,-1,-1.0
2015-06-08,20.125,20.15,19.92,20.025,-1,-1,-1.0
2015-06-09,20.02,20.34,19.9,20.19,-1,-1,-1.0
2015-06-10,20.345,20.48,20.19,20.315,-1,-1,-1.0
2015-06-11,19.415,21.1,19.415,20.92,-1,-1,-1.0
2015-06-12,19.64,21.365,19.64,20.935,-1,-1,-1.0
2015-06-15,19.625,21.33,19.345,21.125,-1,-1,-1.0
2015-06-16,21.045,21.28,20.825,20.95,-1,-1,-1.0
2015-06-17,20.99,21.405,20.825,20.915,-1,-1,-1.0
2015-06-18,21.14,21.855,21.015,21.725,-1,-1,-1.0
2015-06-19,21.695,22.13,21.495,21.985,-1,-1,-1.0
2015-06-22,22.045,22.065,21.57,22.065,-1,-1,-1.0
2015-06-23,21.99,22.27,21.985,22.17,-1,-1,-1.0
2015-06-24,22.165,22.165,21.915,22.035,-1,-1,-1.0
2015-06-25,22.105,22.135,21.275,21.8,-1,-1,-1.0
2015-06-26,21.8,21.875,20.675,21.555,-1,-1,-1.0
2015-06-29,21.47,21.74,20.785,21.02,-1,-1,-1.0
2015-06-30,21.115,21.135,20.72,21.12,-1,-1,-1.0
2015-07-01,21.285,21.635,20.54,20.695,-1,-1,-1.0
2015-07-02,20.73,20.955,20.285,20.8,-1,-1,-1.0
2015-07-06,20.67,20.88,20.38,20.855,-1,-1,-1.0
2015-07-07,20.85,20.865,20.095,20.775,-1,-1,-1.0
2015-07-08,20.545,20.86,20.23,20.485,-1,-1,-1.0
2015-07-09,20.71,21.19,20.575,21.035,-1,-1,-1.0
2015-07-10,21.295,21.335,20.92,20.945,-1,-1,-1.0
2015-07-13,20.985,22.175,20.81,21.605,-1,-1,-1.0
