date,open,high,low,close,volume,barCount,average
2015-01-02,83.27,83.275,81.425,82.075,-1,-1,-1.0
2015-01-05,81.89,82.335,80.96,81.01,-1,-1,-1.0
2015-01-06,81.245,81.725,78.685,78.815,-1,-1,-1.0
2015-01-07,79.305,79.63,78.375,78.835,-1,-1,-1.0
2015-01-08,79.14,80.075,79.075,79.79,-1,-1,-1.0
2015-01-09,80.035,80.61,78.315,78.885,-1,-1,-1.0
2015-01-12,80.555,82.22,80.325,80.725,-1,-1,-1.0
2015-01-13,81.365,82.57,79.075,80.02,-1,-1,-1.0
2015-01-14,79.11,79.465,77.02,77.7,-1,-1,-1.0
2015-01-15,77.89,79.76,77.195,79.17,-1,-1,-1.0
2015-01-16,79.255,81.23,79.08,80.615,-1,-1,-1.0
2015-01-20,80.79,81.01,79.635,80.625,-1,-1,-1.0
2015-01-21,80.44,81.75,79.845,79.975,-1,-1,-1.0
2015-01-22,79.87,82.485,79.66,82.165,-1,-1,-1.0
2015-01-23,82.395,84.295,82.29,82.995,-1,-1,-1.0
2015-01-26,82.68,83.605,82.035,82.445,-1,-1,-1.0
2015-01-27,80.82,81.585,80.31,80.595,-1,-1,-1.0
2015-01-28,78.25,78.67,74.73,75.13,-1,-1,-1.0
2015-01-29,75.625,76.445,73.645,76.205,-1,-1,-1.0
2015-01-30,75.705,78.14,75.095,77.105,-1,-1,-1.0
2015-02-02,77.065,79.275,76.205,79.25,-1,-1,-1.0
2015-02-03,78.69,80.445,78.69,80.065,-1,-1,-1.0
2015-02-04,79.685,81.355,79.685,80.735,-1,-1,-1.0
2015-02-05,80.93,81.235,79.435,79.485,-1,-1,-1.0
2015-02-06,79.685,80.275,78.405,78.565,-1,-1,-1.0
2015-02-09,78.33,78.955,77.435,77.52,-1,-1,-1.0
2015-02-10,78.41,79.4,78.115,78.785,-1,-1,-1.0
2015-02-11,79.265,82.285,79.25,81.66,-1,-1,-1.0
2015-02-12,81.8,83.895,81.465,83.63,-1,-1,-1.0
2015-02-13,83.725,84.92,83.35,84.695,-1,-1,-1.0
2015-02-17,84.495,84.495,83.525,83.945,-1,-1,-1.0
2015-02-18,84.205,85.21,84.175,84.745,-1,-1,-1.0
2015-02-19,84.7,85.105,84.185,84.67,-1,-1,-1.0
2015-02-20,84.615,85.34,84.475,85.155,-1,-1,-1.0
2015-02-23,84.97,84.99,82.885,83.275,-1,-1,-1.0
2015-02-24,82.805,83.475,81.68,83.395,-1,-1,-1.0
2015-02-25,83.295,85.57,83.12,84.495,-1,-1,-1.0
2015-02-26,85.325,85.64,83.49,83.99,-1,-1,-1.0
2015-02-27,84.305,85.335,84.045,85.055,-1,-1,-1.0
2015-03-02,84.545,86.915,84.38,86.605,-1,-1,-1.0
2015-03-03,86.45,86.585,85.005,86.005,-1,-1,-1.0
2015-03-04,85.73,86.165,84.945,86.065,-1,-1,-1.0
2015-03-05,86.065,86.89,85.39,86.595,-1,-1,-1.0
2015-03-06,86.45,86.76,84.3,85.175,-1,-1,-1.0
2015-03-09,85.955,86.295,84.68,84.745,-1,-1,-1.0
2015-03-10,84.195,85.215,82.835,83.075,-1,-1,-1.0
2015-03-11,83.365,83.465,80.745,80.985,-1,-1,-1.0
2015-03-12,80.805,81.705,80.8,81.295,-1,-1,-1.0
2015-03-13,81.19,81.88,80.37,81.14,-1,-1,-1.0
2015-03-16,80.99,81.625,80.34,81.555,-1,-1,-1.0
2015-03-17,81.36,82.365,81.035,81.98,-1,-1,-1.0
2015-03-18,82.025,83.395,81.105,82.995,-1,-1,-1.0
2015-03-19,82.935,83.645,81.755,81.785,-1,-1,-1.0
2015-03-20,82.425,83.585,82.375,82.81,-1,-1,-1.0
2015-03-23,82.615,84.285,82.535,83.245,-1,-1,-1.0
2015-03-24,83.585,85.525,83.475,84.285,-1,-1,-1.0
2015-03-25,84.415,84.485,81.825,82.015,-1,-1,-1.0
2015-03-26,81.67,82.885,81.665,82.265,-1,-1,-1.0
2015-03-27,82.145,82.825,81.515,82.035,-1,-1,-1.0
2015-03-30,82.485,83.315,82.31,82.995,-1,-1,-1.0
2015-03-31,82.69,82.815,81.955,82.025,-1,-1,-1.0
2015-04-01,81.76,82.735,81.655,82.095,-1,-1,-1.0
2015-04-02,82.01,82.245,79.935,80.365,-1,-1,-1.0
2015-04-06,82.14,84.335,81.855,83.41,-1,-1,-1.0
2015-04-07,83.495,84.895,83.4,83.485,-1,-1,-1.0
2015-04-08,83.885,84.41,82.47,82.585,-1,-1,-1.0
2015-04-09,82.34,82.68,81.635,81.985,-1,-1,-1.0
2015-04-10,81.66,83.57,81.27,83.375,-1,-1,-1.0
2015-04-13,83.355,83.995,82.99,83.055,-1,-1,-1.0
