date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2018-03-20,19.875,25.425,0.2656272508748455,-1.4273111896147694,-0.681799578284844,-1.2677229471422156,0.5602100308564721
2018-03-21,20.225,25.305,0.4454121357503624,-1.5294948674265032,-0.6721633583060806,-1.2404103901500902,0.6577521192991407
2018-03-22,19.475,24.785,0.056240744914174974,-1.9779636836967431,-0.6629866152500845,-1.2100257302102042,-0.04509697261731316
2018-03-23,19.125,24.125,-0.13053097501919061,-2.5609212876379996,-0.628976576494289,-1.1749071238637492,-0.5663833553253366
2018-03-26,19.575,24.625,0.10898782057490901,-2.1178486307663125,-0.5791670416592387,-1.145124988021236,0.027524682433150538
2018-03-27,18.825,24.245,-0.2933619401926701,-2.453751989687386,-0.5421680580446709,-1.1016115226684733,-0.5220963686962543
2018-03-28,18.175,24.045,-0.6552504478957926,-2.6326640469332117,-0.4845935402706108,-1.0503289596470382,-0.880693479095273
2018-03-29,18.625,24.325,-0.40336399008306273,-2.3826000715664772,-0.4133082809107237,-0.9962781505888227,-0.39183417917114793
2018-04-02,18.225,24.065,-0.6269569026002966,-2.614706004234132,-0.36306295651077536,-0.9469426585063169,-0.6293171363976996
2018-04-03,18.575,24.095,-0.4310490712979914,-2.587796904476063,-0.2987245217591835,-0.8834486795816598,-0.32063878441583893
2018-04-04,18.825,24.155,-0.2933619401926701,-2.534079070498053,-0.2565362011821415,-0.8364571280568678,-0.10698783037654502
2018-04-05,18.775,24.345,-0.3207524989179433,-2.364848655229627,-0.22814607938195072,-0.7934340957393977,-0.06684935220086352
2018-04-06,18.575,24.095,-0.4310490712979914,-2.587796904476063,-0.20487434301273683,-0.757790786614637,-0.203431475338282
2018-04-09,18.425,24.095,-0.5145536693982866,-2.587796904476063,-0.19100957249122025,-0.7430393567131556,-0.26580829310320697
2018-04-10,18.925,24.655,-0.23879840058999502,-2.091551101610145,-0.14805660081064406,-0.6820580001844618,0.13359165306831078
2018-04-11,18.875,24.695,-0.26604403555463185,-2.056537461339326,-0.08978862169990615,-0.5809279811870898,0.13023028150457583
2018-04-12,19.225,24.865,-0.07682110616856762,-1.9083594837239233,-0.03965184173384013,-0.4900619590804878,0.3375708846920263
2018-04-13,18.775,24.865,-0.3207524989179433,-1.9083594837239233,-0.02220688845182642,-0.45288541299150803,0.08975418789252254
2018-04-16,18.825,24.985,-0.2933619401926701,-1.8043719547418096,0.00347335287639345,-0.40887934323766895,0.12178462356408498
2018-04-17,19.325,25.415,-0.02338988899329187,-1.4358080562121895,0.037177794367920375,-0.3506063895136148,0.38059667718598317
2018-04-18,19.475,24.395,0.056240744914174974,-2.3205338374437714,0.050345568264206636,-0.313992684020737,0.48706202365733875
2018-04-19,20.225,24.445,0.4454121357503624,-2.276309754401523,0.061408413998642886,-0.2749202611796684,0.8601169687174687
2018-04-20,19.575,24.345,0.10898782057490901,-2.364848655229627,0.057565159936181345,-0.25052213060404793,0.4956428422421138
2018-04-23,19.575,24.325,0.10898782057490901,-2.3826000715664772,0.03725703611277163,-0.24954398266291095,0.4473004201464645
2018-04-24,19.675,24.295,0.16146612016173395,-2.409254580846435,0.030663546362221135,-0.23251483243789828,0.46785724213781055
2018-04-25,19.475,24.285,0.056240744914174974,-2.4181467319033154,0.019791944382918453,-0.22090232458250625,0.3250028951242476
2018-04-26,19.925,24.475,0.29150375697566916,-2.2498187029055936,-0.017483788421509112,-0.2450051463323898,0.49717354911970346
2018-04-27,20.125,24.635,0.39436447728447793,-2.109079229666524,-0.021631187442811985,-0.21778458367056341,0.5665271728063832
2018-04-30,20.275,24.585,0.47084139313914014,-2.1529618831443167,-0.00859422152324851,-0.16120005441559826,0.6135384161998858
2018-05-01,20.625,24.755,0.6471095298463596,-2.00412319591192,0.0024393924145803244,-0.11734627059442757,0.7693446433627792
2018-05-02,21.025,24.935,0.8449325437501192,-1.8476392661097292,0.012138755270875655,-0.07453875722610923,0.9418993418563947
2018-05-03,20.925,25.155,0.7958318833556602,-1.657908055497363,0.03192871724022576,-0.01460983870220452,0.8633765995721326
2018-05-04,21.225,25.685,0.9424371206707742,-1.2075578168181493,0.05348233003716446,0.04746664004575933,0.959553486323041
2018-05-07,21.775,25.935,1.2059102897971017,-0.99834429990363,0.08323987751498732,0.12118038856046526,1.1678319584784005
2018-05-08,21.925,25.925,1.2766120137611827,-1.0066740472540976,0.13411093303527888,0.2409281666039135,1.1706898428969166
2018-05-09,21.775,26.165,1.2059102897971017,-0.807641411888027,0.18767238837660144,0.3654319532245797,0.9920503292933984
2018-05-10,22.525,26.345,1.5546629359715487,-0.659561371575209,0.2511621109671127,0.5062929051929383,1.214026857175804
2018-05-11,22.525,26.525,1.5546629359715487,-0.5124896389580353,0.33340886457150887,0.684315292307772,1.0412162322934377
2018-05-14,21.6,26.755,1.1228067748211337,-0.32601032892976145,0.4154274916507251,0.8613897953529364,0.3968506326677159
2018-05-15,21.525,26.835,1.0869846725834857,-0.26152351972927373,0.45328547074784487,0.9512996102259541,0.2542298741096487
2018-05-16,22.225,26.855,1.4165758079370567,-0.24543185602195675,0.4666684877685535,0.9939571392952555,0.5371539817417972
2018-05-17,21.975,26.735,1.30007180524948,-0.3421621596410122,0.4984959171270038,1.067221853540138,0.40341639128574447
2018-05-18,22.175,26.675,1.3933802035144738,-0.39069024883340153,0.5220181245063118,1.1208563954316264,0.4764711990417638
2018-05-21,22.575,26.975,1.5774985196290523,-0.14913282399781216,0.5494873794724839,1.1838907522236704,0.475554372057271
2018-05-22,22.225,27.205,1.4165758079370567,0.03424878554304803,0.5743829388155879,1.2384635972981632,0.15844029254781278
