date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2018-03-20,3.625,24.015,1.6589083079133504,3.0245204546591506,0.4374995554235067,0.5449684517322134,-0.20928649810154376
2018-03-21,3.725,24.625,2.114551907896836,3.447041083307573,0.4404336042820765,0.5304709117018478,0.06588826776544043
2018-03-22,3.575,23.795,1.426350832772367,2.8694975461184447,0.44059096157906985,0.5314056681784038,-0.36932951849914364
2018-03-23,3.525,23.025,1.1905177926885886,2.31539856276652,0.44929289603773703,0.4948318169052327,-0.34460614996362804
2018-03-26,3.475,23.425,0.9513155953837349,2.6055160364466143,0.467469527143482,0.4281185046840789,-0.6948022588228022
2018-03-27,3.475,23.025,0.9513155953837349,2.31539856276652,0.4971826795893426,0.3175482996284502,-0.5174087659982864
2018-03-28,3.425,22.515,0.7086465790711135,1.9381008390015901,0.4866417385702713,0.3323081108215907,-0.5668222935667124
2018-03-29,3.675,22.755,1.8882799638860945,2.1167058726386125,0.47898864668089436,0.33309140394383513,0.5413104785855889
2018-04-02,3.475,22.615,0.9513155953837349,2.0127498839328837,0.3871083035893319,0.611732971294619,-0.4395695690297674
2018-04-03,3.475,22.015,0.9513155953837349,1.559811205616065,0.34726801492397485,0.6949653899059779,-0.2853223355527058
2018-04-04,3.575,22.835,1.426350832772367,2.175822509479785,0.3060700402375612,0.785785200184751,-0.02538845043865312
2018-04-05,3.575,23.235,1.426350832772367,2.4683330840542745,0.2810913874166378,0.8319174967444034,-0.09939383517524081
2018-04-06,3.475,22.375,0.9513155953837349,1.8330332620483474,0.2572523712703794,0.8756836400748862,-0.39592019797056743
2018-04-09,3.425,22.315,0.7086465790711135,1.787802903019991,0.23970477661567816,0.8928305238895526,-0.612728840319707
2018-04-10,3.375,23.115,0.4624087730518094,2.3811120248622157,0.22016650244160557,0.9110120537447095,-0.9728443871284636
2018-04-11,3.375,22.945,0.4624087730518094,2.256770600442313,0.20110800668327372,0.927659328491701,-0.9191051924362599
2018-04-12,3.275,23.285,-0.04120419858620596,2.5045423185918505,0.173038324571404,0.9710628105755151,-1.4456488157890344
2018-04-13,3.375,23.165,0.4624087730518094,2.417509034314093,0.15921657526505967,0.974761924244257,-0.8972606603082791
2018-04-16,3.475,23.065,0.9513155953837349,2.344636199823796,0.16381160851884252,0.9417478226939738,-0.3745108545948813
2018-04-17,3.575,23.585,1.426350832772367,2.7201782408354,0.22867794249855908,0.7695347438713341,0.03477132555744378
2018-04-18,3.575,23.665,1.426350832772367,2.7772179716847134,0.20746574889678493,0.8223699673694815,0.02780325905770642
2018-04-19,3.575,23.225,1.426350832772367,2.4610818874633655,0.18252613578333746,0.8838110918431683,0.09332797416414806
2018-04-20,3.625,23.275,1.6589083079133504,2.4973066958772607,0.16737999158437994,0.9211019573584709,0.3198071768153279
2018-04-23,3.575,23.075,1.426350832772367,2.351937686466321,0.19940322920232084,0.8557839899024544,0.10158287330589255
2018-04-24,3.575,22.935,1.426350832772367,2.2494277365855995,0.2326608858311146,0.780684939010848,0.1223120439544344
2018-04-25,3.625,22.465,1.6589083079133504,1.900651892005959,0.276705129222654,0.6831873989821473,0.44980078154641245
2018-04-26,3.925,22.635,2.9902478769097014,2.0276400766554903,0.2861504525611465,0.6877515611956166,1.7222861901479982
2018-04-27,3.925,22.055,2.9902478769097014,1.5903889846879022,0.31291145659175673,0.6884881550057185,1.8041087881578064
2018-04-30,3.775,22.335,2.3378068026552206,1.8028931879446253,0.28475133304841793,0.8140390268564537,1.010391537187623
2018-05-01,3.875,23.325,2.775579948813101,2.533453768591057,0.32924125917086844,0.7402287110660108,1.2012337289249884
2018-05-02,3.825,23.485,2.558124047677059,2.648605881527502,0.3295364240601979,0.7604502722620936,0.9248616644715841
2018-05-03,3.825,23.085,2.558124047677059,2.359236009553006,0.33637606567740475,0.7584266765047893,1.0061068442743695
2018-05-04,3.875,23.425,2.775579948813101,2.6055160364466143,0.349564437746557,0.7197279192521314,1.1450562812408709
2018-05-07,3.875,23.845,2.775579948813101,2.904855513384354,0.3519943431194956,0.7380200175986651,1.015067222923665
2018-05-08,3.875,23.825,2.775579948813101,2.890721231522477,0.38924885453393704,0.6385173947807327,1.0118526258853122
2018-05-09,3.875,18.835,2.775579948813101,-1.068056631986991,0.4018636582804994,0.6320753793479119,2.57271771484623
2018-05-10,3.925,18.995,2.9902478769097014,-0.9255696757197188,0.10463819685938444,1.4211619267788387,1.665935892065899
2018-05-11,3.775,18.895,2.3378068026552206,-1.0144826793131518,-0.029193734016005335,1.7750842925158556,0.5331059726356524
2018-05-14,3.875,18.655,2.775579948813101,-1.229808490846647,-0.061727266369589806,1.8674371319853693,0.8322301005296573
2018-05-15,3.875,18.995,2.775579948813101,-0.9255696757197188,-0.10607524355067628,1.986822141672982,0.6905777783650293
2018-05-16,3.825,19.165,2.558124047677059,-0.7754863976513321,-0.13531614817482218,2.0721330412938523,0.38105517409106016
2018-05-17,3.775,19.105,2.3378068026552206,-0.8283044061864102,-0.1490084150074893,2.120827886443469,0.09355458950219475
2018-05-18,3.575,19.065,1.426350832772367,-0.8636086463471705,-0.15294818800995114,2.1242423115762272,-0.8299788564123867
2018-05-21,3.575,18.945,1.426350832772367,-0.9699675122308674,-0.1303918122175625,2.0586732193295765,-0.7587982082691529
2018-05-22,3.575,18.725,1.426350832772367,-1.1667202919289472,-0.11350050799784173,2.002438201560957,-0.7085107146139156
2018-05-23,3.575,18.505,1.426350832772367,-1.3657984336110924,-0.10105376902065023,1.955847438528026,-0.6675156851945603
2018-05-24,3.625,18.565,1.6589083079133504,-1.3112706403659364,-0.0963543604407683,1.9198690215953542,-0.3873073575992203
2018-05-25,3.825,18.855,2.558124047677059,-1.050179708663446,-0.10721076448963794,1.9107987687876506,0.5347347094720951
2018-05-29,3.675,18.885,1.8882799638860945,-1.0233998470283094,-0.12484914569178887,1.941666149706257,-0.18115678242275446
2018-05-30,3.725,18.695,2.114551907896836,-1.193729163702507,-0.1319584452511281,1.936644292180883,0.020384971222840775
2018-05-31,3.625,18.345,1.6589083079133504,-1.5120747779225716,-0.13921849024081484,1.9390950801964935,-0.49069553999673876
2018-06-01,3.675,18.655,1.8882799638860945,-1.229808490846647,-0.13960764451048874,1.9174400440839474,-0.2008507468039522
2018-06-04,3.725,18.945,2.114551907896836,-0.9699675122308674,-0.13522192307977315,1.9095963779182155,0.07379465764985937
2018-06-05,3.775,19.035,2.3378068026552206,-0.8901354698145207,-0.13836342710299715,1.9116111420574347,0.3030334664083123
2018-06-06,3.775,19.605,2.3378068026552206,-0.39313348702551537,-0.1538462810506654,1.921011013748123,0.3563136639717417
2018-06-07,3.725,20.025,2.114551907896836,-0.03608240212614384,-0.15669052466855105,1.9317658987448918,0.17713223863149707
2018-06-08,3.775,19.575,2.3378068026552206,-0.4189290960798754,-0.1543264800548534,1.9401635488867623,0.3329914009778894
2018-06-11,3.775,18.665,2.3378068026552206,-1.2207814116270919,-0.15036692853861883,1.9542513538855077,0.1999902974863077
2018-06-12,3.825,18.765,2.558124047677059,-1.130775696970475,-0.14647316893755125,1.9674142849956424,0.42508146298858307
2018-06-13,3.775,18.205,2.3378068026552206,-1.6411169476683392,-0.14430113827569305,1.9926381493089678,0.10835360975418062
2018-06-14,3.825,17.795,2.558124047677059,-2.0248144855468944,-0.14792532358942284,1.9934272241837745,0.2651754855102093
2018-06-15,3.825,17.655,2.558124047677059,-2.157860825685608,-0.14582448631789868,2.0115136471687665,0.23194145405717226
2018-06-18,3.925,17.395,2.9902478769097014,-2.4077699830443247,-0.14456871167455415,2.031284242092605,0.6108754303597155
2018-06-19,3.825,17.035,2.558124047677059,-2.7600355418660567,-0.1521760194142336,2.0522104318426404,0.08590239363143493
2018-06-20,4.375,16.875,4.807630245432098,-2.918994238894022,-0.15069207566871887,2.0581227302404637,2.309638214467662
2018-06-21,4.225,16.605,4.223482549461423,-3.1906860873473653,-0.18449428593118405,2.127995245055394,1.5068239530903131
2018-06-22,4.225,16.405,4.223482549461423,-3.394802846373852,-0.2020933505302329,2.1811774308490035,1.356238036999156
2018-06-25,3.875,16.105,2.775579948813101,-3.705691943424861,-0.21147167321716187,2.231749820143639,-0.2398187470339499
2018-06-26,4.275,16.015,4.420471516181012,-3.800088681615572,-0.19278951328657934,2.252750351935313,1.4351039168711934
2018-06-27,4.175,15.735,4.024148420926606,-4.097196745532869,-0.1946271577287832,2.3148794578255973,0.9118432058623256
2018-06-28,4.225,15.725,4.223482549461423,-4.107905283350968,-0.19343078942811473,2.3593349008164104,1.0695522867905112
2018-06-29,4.225,15.595,4.223482549461423,-4.247739344670969,-0.19923920240901213,2.395868548466375,0.981297801921424
2018-07-02,4.175,16.505,4.024148420926606,-3.2924352908414396,-0.20889266789837885,2.417695578683115,0.9186872504568475
2018-07-03,4.225,16.61,4.223482549461423,-3.1856147251472144,-0.213297084164597,2.4403535857600183,1.1036466315556996
2018-07-05,4.225,16.945,4.223482549461423,-2.8492651588691658,-0.21814928491685684,2.46724230401729,1.1346750884983097
2018-07-06,4.375,16.995,4.807630245432098,-2.799634806463829,-0.2243974285355332,2.488672461402013,1.6907269326210272
